id,phrase,source,corpus_role,primary_confidence,display_recommendation,world_theme,research_package_cluster,research_package_availability,research_package_sensitivity,source_claim_rule,method_mention_type,method_claim_status,method_claim_reason,candidate_method_dependency,historical_method_convention,numeric_word_category,numeric_word_value,numeric_instruction_suffix,landmark_target_flag,year_hebrew,year_gregorian,yeartime_category,temporal_expression_flag,normalization_state,duplicate_flag,garbage_broken_flag,ambiguity_unresolved_flag,conflict_detail
01113bb1-7b12-4a20-bded-8d424ff66428,ליפתה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0111ae1a-c229-4a7b-803b-81838d3c2b1a,שבח,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
01128ed2-15e9-4305-9daa-6a1422662afc,בהמה,promoted:raw_docx_v2,thematic_corpus,high,eligible via existing lens (per corpus_role),,,,,tagged_thematic_animal_world,,,,,,,,,,,,,,true,,,,
01371dbb-e23a-4e9e-bd93-d42bd01fe59c,מכלל לאו אתה שומע הן,promoted:raw_docx_v2,thematic_corpus,medium,eligible via existing lens (per corpus_role),,,,,long_verse_maxim_or_list,,,,,,,,,,,,,,true,,,,
013c06bb-272b-4a36-b316-e45507fac925,קבורה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
014d1ce9-96c2-4634-a69b-b2eecb5750c6,אם,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0153eac8-2ce5-4674-87cf-3576eccb26bd,אכין ורקין,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
016b72b3-66f5-4282-a8e1-bad4d8ff8c30,כתובה טבעת כוס,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
016bb3ff-7614-4549-80c0-ea224b69d462,פפא,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
016e8e4d-6b0f-4b51-9638-528ef5fcba8e,חיבוק,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0179974d-e5ee-470c-9a32-31e86f8132e6,זיגזג,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
017a79b2-196b-4a66-8099-449d057021e8,אלף עד תיו במילוי,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,ambiguous,,,,,,,,true,,,,
018297b1-6e0f-44a0-95a4-c324d1b008fa,טשאלנט,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
018e68a4-cfb2-4234-a003-355547b239a3,שנים עשר חדש,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,mixed_numeric_phrase,,,,,,,,true,,,,
01943ccd-c49b-436a-8030-ea24e9c38f47,תבונה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
019b55d8-f3b2-42d3-8175-a65cceecd475,שעון שבת,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
01a38150-8f09-4f27-a32d-7583cfbef374,תולעת שני,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,ambiguous,,,,,,,,true,,,,
01a7e61b-bb0f-49ae-bdef-5a25428fadc4,תקון העולם,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
01aebbce-4048-4697-9c54-f600fa687840,כתובת בנין דכרין,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
01b62f83-aa95-4096-b485-7769659530f4,אף על פי,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
01bb45ab-0feb-479e-98ee-6ae07519c89c,סופות,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
01bc3f06-8e5b-49fb-88d2-81f638952a3c,מנוחה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
01c45e30-c514-42de-8cc2-b8a7470800ff,גורעין ומוסיפין ודורשין,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
01ca143e-c9dc-4985-b313-1c0524d6dc40,סרפד,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
01d5a5fd-0696-4799-8aee-59c9800b5022,רחם אשה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
01dcdb0f-8449-4da4-bebb-7dd5faba18ab,חלמון,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
01ecbde1-770c-4a56-8330-4bd3eaace0de,שמעון בר יוחאי,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
0203d808-8c2c-43a5-9a16-ead0529d0b4b,זמן תפילה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02048c48-6f9c-4bec-b2f4-a35f490f836e,ערוב חצרות,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0205a795-9e89-4cf6-beaa-604248dc251f,משה דוד,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0209bcb7-17c9-4d43-9325-ee7b4b6bd597,כי לעולם חסדו,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
02143d96-64bd-4b6d-a3d7-10fb186a362f,חם מקצת חם כולו,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
0216b337-282d-4384-a161-ad8b8ec07558,זכה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
021e2525-1012-4b0d-9f81-c97a47a35902,מחט,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0233493a-3aab-4edd-9e60-f0201ee47e40,מאכל בן דרוסאי,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
0241181a-8fdf-4605-9d52-c96e4747eff0,אבל משה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02437099-9a66-406a-82ee-430319674d91,יסוד שביסוד,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0244a595-a619-461f-8112-f216479580ff,צרור,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0274726c-1629-4d82-951a-4d70d8ea35c7,לאה דיצירה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0275ed5d-7dae-4c18-a44a-3b961bf37cd7,בם,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
027e2d65-e22c-44b3-9901-80b882a855d0,תנאים,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
028e0489-0de0-486b-8509-1622515988ed,כבש המזבח,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02936646-d7fe-44fe-9f78-a7482faa47ab,אנן סהדי,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
029b80af-e6fa-47fe-91bb-55d32dd00b54,ראש ישיבה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
029c00e5-a92b-485d-9155-6edaacb24be1,בננה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02a895b5-2c9e-40fd-ab06-9b447d117c5b,קנין דברים,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02ddd0f9-faab-41a5-a68b-51bbe624509f,קרן לדוד,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02e6cb6e-07f0-4326-a6f3-c2d5a45af98c,מיוחד,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02ed3e96-23e6-4547-b451-91aabcb2d0af,ערום,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02f82c06-4a1f-438c-b2ff-de2e42b20442,מצפה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
02fa657b-0134-4296-875d-dab5323792c1,כבוד רבו,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03053542-cb0c-4427-93cc-ab570a5ab2d0,כפיר,promoted:raw_docx_v2,thematic_corpus,high,eligible via existing lens (per corpus_role),,,,,tagged_thematic_animal_world,,,,,,,,,,,,,,true,,,,
030db23b-53a0-48c2-b938-202dd9f54d30,שמחת יום טוב,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
030ed4b1-94d4-4654-8813-603e5419c345,מלאכת שבת,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03288505-b54e-4f9f-81b3-40bc7c4aca53,אלף עד תיו במילוי גדול,promoted:raw_docx_v2,thematic_corpus,medium,eligible via existing lens (per corpus_role),,,,,long_verse_maxim_or_list,research_instruction,no_claimed_value,research_instruction,no,,ambiguous,,,,,,,,true,,,,
032df5c9-8c1b-4c61-88a4-4148d406c8a5,עולם שנה נפש,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
03549875-3572-45af-93b1-51bdb74ef005,אסורי הנאה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0356de27-ae33-4752-a875-06d1936ca6d7,עציץ נקוב,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03574f7d-0a53-4f45-b6df-fc67b8de9f4e,שדים,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
035a127e-c81f-404f-bcc0-11397bfcff5c,חנק,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03653697-dc72-4f00-97ff-40f074e06b59,מלוה ברבית,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
036b53a7-5c5c-476e-be3b-e0d715ef632f,בשת,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
036f8ba5-50e9-4a50-a2c4-c19a6567a6ec,חלבון,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
037e052b-e1df-4ebb-acd4-65cf516a2374,טבילה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0385ad78-509b-4719-a5b2-c1ba8c003e3f,יוצא מן הטמא,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
0388577a-6d86-4424-8385-033a6e5cadab,לבן,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0388ade6-6298-477b-a9e8-875bf1bb6ae0,חיך,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03ae88b9-e6fd-4902-9cc3-2e831e8b212c,קרנא,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03b6498d-b258-486e-b93b-f3f7f583a552,מנהגו של עולם,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
03bb27fb-569b-4b7b-9b8a-65419e38560c,אלף שנים,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,mixed_numeric_phrase,,,,,,,,true,,,,
03c39eba-bced-4a6f-ac49-ecf6e9e2a6f5,בצלאל בן אורי בן חור,promoted:raw_docx_v2,thematic_corpus,medium,eligible via existing lens (per corpus_role),,,,,long_verse_maxim_or_list,,,,,,,,,,,,,,true,,,,
03cb34c9-b936-4453-afc0-6354c29dc5df,תיבת משה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03dd83df-179d-4154-8df6-0c222c84db7c,שלף,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03de04fd-2291-4f7c-b156-dbe0eab314a6,מעלין בקודש,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03e7b052-d56e-4928-96bc-6297c6c8715c,עשרה הרוגי מלכות,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,mixed_numeric_phrase,,,,,,,,true,,,,
03edd658-33f7-4f0d-a4b1-309fc0a29b58,נתיב,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
03f2f26b-bd71-47c0-a7b2-8ca418ff1288,גויים,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
040290e1-cd69-46fa-b928-9a5937f37b8d,נצר חסד לאלפים,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,mixed_numeric_phrase,,,,,,,,true,,,,
04040894-a926-4a63-8cd4-026decb887cb,תענוג,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0413737b-3a7c-4e9c-a722-c56a1d636c3f,ספר תורה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04167354-d386-4e03-9c05-643101e54674,רחיים,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
041cfe6e-b72e-4257-af80-ec4499a645f0,בוקא דאטמא,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
042d0884-8e04-4239-b305-ec208ba34524,גיורת,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04362512-5928-4e0d-b41e-c1b9c3ee0b46,יום הכניסה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04391764-e231-49c1-b5e1-4a7bde5f57a9,חוזר בתשובה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0440c362-b466-43ce-b24a-8f5c216035ee,לסטים מזוין,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0460a15c-7d8e-43a7-871c-9227859fbea5,יום טוב שחל בשבת,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_multiword_dictionary_phrase,,,,,,,,,,,,,,true,,,,
046f1e2a-c9f3-4aa2-ba78-3d9340912a7e,פסטוק,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0475b1e1-7a48-4d15-884a-db1e0f6c68bb,יום חול,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0481b39c-4551-4106-9285-4ce3bbcd4188,אלהי יצחק,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
0484e50d-0e26-41a8-97d7-d3fcda26233f,נינוה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04853e8a-9c8c-41ff-b91a-3d6c7b263ea1,איש ואשה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
048bd627-70aa-428e-b0c8-21dad93627f8,מטרה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
048f6839-2eb3-48d4-8a9c-853908df7d4b,גדי עזים,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04aef6e1-43ff-47b6-830d-edf089bd2e1d,מעמד שלשתן,promoted:raw_docx,research_package,high,eligible via existing lens (per corpus_role),,,,,mother_number_convergence_cluster,,,,,,,,,,,,,,true,,,,
04b7768d-84ec-46c7-b831-b30aa088d9b9,חדר,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04b88f3c-d014-4a8f-8cd3-98a06bc58dbb,פריון,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04b8a90d-325b-4cc3-ad9d-b19ddbd63e38,ארובות,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04be6159-51dd-460e-9ca8-e9db19ddfae7,הלואי,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04bedb3a-3570-4746-8fbd-a9a337849d89,תמונה,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
04bfe49f-f8a7-4294-8efb-07d959a5d9b3,נשבר,promoted:raw_docx_v2,research_vocabulary,high,eligible via existing lens (per corpus_role),,,,,short_dictionary_entry,,,,,,,,,,,,,,true,,,,
