id,phrase,source,resolved_corpus_role,method_mention_type,method_claim_status,method_claim_reason,historical_method_convention,candidate_method_dependency,method_evidence_confidence,overlap_dimensions
09817eed-2a59-4a6d-8e06-01b23e1c2132,המשיח בעוד 29 יום -לפני -3630-רגיל ומסתתר -=פי 5,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
0a3f754f-cce7-4ad8-8682-cdfa4c4e5532,שופר גדול - קץ גלות,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
0a45eeb1-86d0-4d88-87cf-af08d9bc4129,הוא עבד יהוה הנאמן בעתה לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
0a7a18b1-758a-4d7b-abdd-bd7a739d8b24,התגלות הגואל מילוי,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
0b7fd319-4a77-4060-beeb-0a4888d7d157,סוף לאבטלה בימינו = 363 מסתתר רגיל,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,method_alias_issue,,no,medium,
0c9d67eb-65ad-4719-8bc1-28620a4a3690,בחרת בי אחרי,sod1820,public_core,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
0cae3991-079c-4c2b-be4d-b9a35ddd784b,אָנֹכִי אָנֹכִי הוּא מְנַחֶמְכֶם = 1430 משולש,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,wrong_expression_boundary,,no,medium,
0cde87bf-ad23-4541-89de-9397bf7b82db,המלכת משיח בן דוד ב 2212 -לפני =פי 5,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
0dd43e80-6c87-439a-9e89-f2665629216b,אתקע שופר גדול בציון,excel_import,research_package,research_instruction,no_claimed_value,research_instruction,,no,n/a,
0de5b88d-49b9-4feb-8de6-b0f3ae6cae61,סוד יהוה 1820 נחשף לדר האחרון אחרי,excel_import,archival_raw,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
0e77037c-cdcb-46ed-b86a-9f86dfb2562c,סוד 3960 - מילוי,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
0e873ae8-3bd2-4a00-a5e4-4db1cb1f9e68,שנת המשיח מילוי,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
0f1a1bbc-602c-40ff-9a55-46439a58d589,אדם גדול,promoted:raw_docx_v2,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
0f25d4a6-9797-4d3e-88a9-88705e660015,התמדה 506 מילוי בלבד,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
0fcbe92b-f4e9-490a-b88f-eea46813d515,אמחה את זכר עמלק ב 781 מילוי,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,method_alias_issue,,no,medium,
10022285-5339-4536-a951-7f6e4f5d5d8d,אליהו הנביא והמשיח מילוי,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
10616358-c80b-4287-b58d-cb58842039fd,דוד המלך מסתתר 2701,excel_import,numeric_word_construct,method_result_claim,unresolved_mismatch,insufficient_context,,no,low,
1083efe8-524e-4849-a50c-81e46b2872b6,396 יגאלנו ב2015 -לפני רזא -386 -מיקום האות - 3750 רגיל,excel_import,research_vocabulary,method_result_claim,unresolved_mismatch,insufficient_context,,no,low,year_time
114625b6-6952-4c0a-8146-9d6293a5991f,מילוי מיכאל,wa-vip,MISSING_STRUCTURED_DATA,research_instruction,no_claimed_value,research_instruction,,no,n/a,
115eaf29-92f0-4151-b9c1-bf48e1221d93,אישתי הרוחנית משולש מילה 18200 משולש 69069 19884,excel_import,numeric_word_construct,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
12069a1b-7e61-4b41-b988-20e0081d38d2,עד מתי קץ הפלאות (רגיל ו ∆ ישר והפוך),excel_import,thematic_corpus,candidate_method,candidate_pending,candidate_method:רגיל ישר והפוך,,yes,low,
122736a2-e8d9-40b9-be8b-88f87b51a2fd,רחמים גדולים - רגיל ומילוי - משולש 1518,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
1238749e-14cf-4454-aa6c-5819100e3a39,אני בראתי 2600 משולש,excel_import,personal_or_restricted,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
127eecea-a61b-4b5c-a104-743e9548bd86,396 דויד בן ישי - רגיל ומסתתר - 12020 - ריבוע,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
12de2d7e-66dd-4682-aa79-f21a220915af,עת שער הנון מילוי המילה,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
12edb52d-1c3d-46cd-977b-f3f9da5d8857,מיהו בן דויד ב 781- מילוי ללא,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
1350f9fd-a225-4a58-8d4b-03ec4b20577b,הסוף לשוק ההון בימינו = 775 רגיל ומילים,excel_import,numeric_word_construct,method_result_claim,unresolved_mismatch,insufficient_context,,no,low,
138990ed-2077-4541-a547-972a71678919,ביאתי אתבש= 434-רגיל ומלים,excel_import,research_vocabulary,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
139f1d1f-2d33-4bd0-8868-b01259bc6c2a,העבור אחרי,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
13b5a88c-b3f7-4457-8c7e-83fe98221de2,חיל בלע ויקיאנו אתבש 1100,excel_import,numeric_word_construct,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,
13e6b157-ec23-4a6a-87be-70dfa31f77e3,ריבוע,promoted:raw_docx_v2,research_vocabulary,method_word_as_subject,no_claimed_value,method_word_as_subject,,no,n/a,
13f53193-af50-446c-bc2f-2868958f0ad4,סוד המשיח האחרון 1335-גדול -לפי-אחת,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,numeric_word|messiah_package
148f9811-4ec6-459f-b497-235a8d7acd3b,בשורת המשיח - אתבש,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
14d82ba1-f0ed-462f-ac53-2e3e33a4c952,סתמים וחתמים הדברים עד עת -1400-לפני,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
14e16a72-5ef4-4573-9eaa-68f32625d4e5,396 משיח בן דוד בזמן הזה -משולש -14370-מסתתר =פי 5,excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,messiah_package
15154a3e-4f93-4245-877c-af9741d0d62c,המלך 1335- גדול ואותיות -לפי אחד,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,numeric_word|messiah_package|ambiguous_enrichment_62
15bca0e7-d661-46c1-9831-751c25d7a3a6,644 עבד יהוה - רגיל ומשולש,excel_import,archival_raw,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
15ce7a50-3f57-40b2-9aec-654eb2498ea4,אימתי רגיל ו,sod1820,public_core,research_instruction,no_claimed_value,research_instruction,,no,n/a,
15d2a328-6b91-4464-b0a5-3b567272ac23,ברית בין הבתרים רגיל 1331 ועוד ∆ 5430,excel_import,numeric_word_construct,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
161107bf-631d-4e19-931c-bf2a886efa72,גדולת יהוה - רגיל ומשולש,excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
16213bb8-c924-4322-80f3-aff83c94b43d,צדיק נסתר בצמח- מילוי -5330-רגיל ואותיות =פי 5,excel_import,research_vocabulary,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
16239a41-0f55-4338-99c5-52dd5d1a8979,יום הגאולה יסתר - גדול 1336,excel_import,archival_raw,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,messiah_package
169333f2-5dc9-4820-85db-a73c65f8f85a,סוד משיח כמוס מילוי 1776,excel_import,archival_raw,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,messiah_package
17014f65-11d8-4796-ae96-42c59cdc669a,מלחמת העולם תחל הקיץ מסתתר 5333 משולש,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
1725afd7-a843-473b-97b0-6c51037b0920,נפש משיחך נכספת אליך בעתה 3630 אחרי גדול,excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
172c9282-584f-4cb1-9544-b049e69c65f4,מיהו בן דויד ∆ גדול,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
18207155-aac9-448d-aee6-608314dcfe0b,"אֲנִי אֶהְיֶה-לּוֹ לְאָב, וְהוּא יִהְיֶה-לִּי לְבֵן; לך צמח דוד מכי ליהוה המלוכה -מילוי -רת 337",excel_import,archival_raw,candidate_method,candidate_pending,"candidate_method:ר""ת (רת)",,yes,low,
189b84ee-7eeb-4d87-ab40-cfe7a81227b2,אני מודה לך על הנסיון האחרון 717 רגיל,excel_import,thematic_corpus,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
18e319de-3f9b-4f09-8940-49e39440db62,מיהו המשיח האחרון בעתה אחישנה = משולש,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
18fc4035-0056-42cf-a6b6-bb9a7aff49d3,שם המשיח נסתר -מסתתר גדול,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
199cf66e-6864-44fe-a4da-2084eb3e726b,הסתרת המשיח ב776 אחרי גדול- 2504 מדבר רבה,excel_import,thematic_corpus,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,messiah_package
19b34a2f-8e44-41e3-a77e-cb329839bc57,: וְעֹשֶׂה חֶסֶד לִמְשִׁיחוֹ לְדָוִד וּלְזַרְעוֹ עַד עוֹלָם = 1430 רגיל,excel_import,thematic_corpus,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
19d39b18-0604-4616-b7d4-826bd6638608,אחדות ישראל 644 אותיות לפני,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
19ecac59-5322-4379-bcb4-8ffaac46e616,ביאת המשיח 2756- סת,excel_import,thematic_corpus,candidate_method,candidate_pending,"candidate_method:ס""ת (סת)",,yes,low,messiah_package
1a18cb44-612b-4c16-aa9f-8c1bfbc25f4c,מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת בעתה אחישנה ביאת הגואל האמתי האחרון -מילוי ללא מילה,excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
1a92a168-1a45-4b7d-bbc1-bbeb481042ab,מי צומח למלך ישראל ?מסתתר 5 - אתבש 3750,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
1b37df27-b45f-48de-818d-1ee41dcd13cb,נשמה יתירה,promoted:raw_docx_v2,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
1b90604a-ec40-49cb-b15f-7d6a1c45cdde,הוא מסתתר בכי ליהוה המלוכה - מדבר רבה,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
1c153a98-d212-4cce-bffd-4b8e33be3515,המשיח עוזר יהוה בגאולה מילוי ללא,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
1c7a632c-c810-44c3-916d-b869109db809,שנת גאולתנו 776- מילוי,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
1cb2118f-3259-457b-8e0f-5efc797f69c8,משיח הגיע 446 - אתבש 449 - 1393 396 מסתתר,excel_import,archival_raw,multi_method_instruction,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,messiah_package
1e0ad25f-c7f2-46ca-92cd-8292f4771ff4,חטר מגזע ישי יתגלה ב2015 -לפני,excel_import,research_vocabulary,lexical_use,not_a_method_claim,lexical_use,,no,n/a,year_time
1e438835-5b94-467e-b1b4-e55a21aa7f6c,2660 3370 המשיח האחרון - אחרי,excel_import,archival_raw,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
1eb79907-ce2f-48d2-8246-4d96f450c3b1,לי דרגת 11111 - משולש -לפי אחד,excel_import,personal_or_restricted,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,numeric_word|messiah_package|ambiguous_enrichment_62
1efa97ae-774a-4293-89cb-605746b105d4,לפני,sod1820,public_core,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
20a2993c-2afb-41b9-907f-a619233a3b86,הגאלה האחרונה 1335- אתבש,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
20a8210a-88b6-4368-acee-75718908b171,לעורר רגיל - מילוי 1237,excel_import,numeric_word_construct,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
21eb6cdc-679f-4365-bf6e-10718cb5db78,מיהו מלך המשיח בעתה =מילוי ללא,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
228d9b06-5b9e-41af-8986-4bb356f4d0dc,1335 1290 התגלותי כמשיחך - לפני לפי אחד,excel_import,personal_or_restricted,lexical_use,not_a_method_claim,lexical_use,,no,n/a,numeric_word|messiah_package|ambiguous_enrichment_62
22a85483-b93b-4579-af14-9c0b73272c71,644 במלכות - 1396 מסתתר,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
23036604-a1a6-47ee-a327-5e11f7c7bba7,אכרית את זרעו מילוי ללא,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
23193a94-2f3f-48f0-b9ba-dac8e3519b2b,משיח פוטנציאל,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
235216b7-773b-4183-ac3d-92eb2bf5f3a9,1948 אליהו הנביא בימינו - מסתתר 1506,excel_import,numeric_word_construct,method_result_claim,unresolved_mismatch,insufficient_context,,no,low,
237e91fc-b5d0-4ccf-9f27-cc868027419e,יהוה המלך האמיתי = משולש -590- רגיל ומלים,excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
23b8fc35-e79a-4f3e-b8d4-c611b1e66365,363 צומח בכי ליהוה המלוכה -מילוי- לפי שלוש,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,numeric_word|ambiguous_enrichment_62
23cf3a56-0cd2-43d6-9dc6-374c3bca60f9,שכינה = רגיל 385 + ∆1438 = 1820 !!,excel_import,numeric_word_construct,method_result_claim,engine_verified,engine_verified_match,value-then-רגיל-suffix convention (control-group grammar),no,high,
243a8c0c-ed80-4394-899d-ce5147b0fa06,כֹּה אָמַר יְהוָה קְדוֹשׁ יִשְׂרָאֵל וְיֹצְרוֹ הָאֹתִיּוֹת שְׁאָלוּנִי עַל בָּנַי וְעַל פֹּעַל יָדַי תְּצַוֻּנִי צופן תנכי -ריבוע -=פי 5,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
24530c87-da86-47da-9d93-b75aae4daab3,0502169455 מספר הטלפון של צמח דוד -אתבש =5,excel_import,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
24b60bdd-9678-489c-93ba-a352b40eccea,אור מלך המשיח שאול מסתתר 1363 אחרי,excel_import,archival_raw,method_result_claim,unresolved_mismatch,method_alias_issue,,no,medium,messiah_package
24db3335-6957-463d-9a90-460720c32d30,דברי חזל דברי אלהים משולש,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
251bf3a6-1028-4c69-a754-af928a7c51b4,533 יודע סודי - מסתתר,excel_import,numeric_word_construct,research_instruction,no_claimed_value,research_instruction,,no,n/a,
2548ed27-3c68-44d7-898b-f6d453147052,הסוף למטוסי הקרב בימינו = 2756 מילוי רגיל,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
2562b218-8f2c-4533-a519-a05e0f605736,צמח דויד בנ ישי לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
25717fd1-aced-4e95-a836-4b14059871f8,זכיתי אטבח 477 בעתה,excel_import,archival_raw,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,
25781270-6f21-49ab-b93c-dc9fab774572,שנת 2448= לפני,excel_import,numeric_word_construct,lexical_use,not_a_method_claim,lexical_use,,no,n/a,year_time
25ac7ce3-fd62-459d-a4d2-03a159459094,- מילוי 1212 השכינה מרחפת,excel_import,research_vocabulary,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,
26322037-306a-4725-b3bc-fac5ba0a3a79,המשיח האחרון האמיתי 396 -אטבח,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
2660ff76-72ab-4782-95f6-580342143590,1692 - מסתתר (אחד) - רגיל 2133,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,numeric_word
26b4de57-ef12-451b-8379-8301f4735663,644 358 -משולש,excel_import,research_vocabulary,research_instruction,no_claimed_value,research_instruction,,no,n/a,
26fe9632-80a9-444e-b56e-4772e1a13798,מתי יבוא דויד בן ישי 644 אותיות לפני,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,wrong_expression_boundary,,no,medium,
271a0658-7723-4718-9db2-b84370dbee5b,גרזן . מילוי בלבד. הרגיל 260 וכן יש 676,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
272269c3-116d-47e1-947d-cd55d336eaf1,1820 סוד הגאל האחרון האמיתי- רגיל ומסתתר,excel_import,research_vocabulary,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
27a3cf72-e323-4d74-a6e0-d60f42736c78,משיח יהוה ירושלם אחרי,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
27ff92c2-0616-4d52-bd31-072416422bf3,תהלת יהוה בפי - לפני =פי 5,excel_import,archival_raw,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
283182dc-eda2-42be-b2a5-898419abf37a,יהיה דרגת היחידה 11111 -אטבח,excel_import,archival_raw,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
28456ba4-6b6f-41e3-9368-11bed86eb27b,סוף לריבית = 1692 רגיל ומסתתר,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
285ac82c-05ba-4e15-831a-c6bbfe23eeea,נסיון 533 אתבש,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
287a15f7-eff7-4315-bf7c-49135ebe5dcc,המשיח יבוא 776 -אתבש,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
28ac61ea-df26-43b1-833d-ba285857715a,צמח דויד 644 - רת,excel_import,numeric_word_construct,candidate_method,candidate_pending,"candidate_method:ר""ת (רת)",,yes,low,
28f17dd6-0102-4145-afa4-811ecd4d8c99,משכב זכר מילוי ללא 4340,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
29125411-8bf0-48c4-83fc-97046e09f31e,המשיח לדור האחרון = משולש גדול,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
299d3386-ef1c-43db-b733-1bb0963ae4bc,סוד הגאולה סתום - ריבוע 238,excel_import,archival_raw,method_result_claim,no_claim_verified,method_result_claim,,no,n/a,messiah_package
29a8576d-8cc9-4163-b1db-6d152afd1b56,אני משיח יהוה לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
2a29042e-1ccd-4c61-a76a-b25a1c7cf7d9,כן זה מופיע בסרטון הזה שעשיתי לפני עשור,wa-deep,MISSING_STRUCTURED_DATA,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
2a60ebb2-50cc-42d0-9a93-d664b0938066,יהוה יפיל אויבינו בימינו - משולש,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
2a9cec42-4cf6-402e-9be3-d998aa032c1c,2756 - לפני,excel_import,numeric_word_construct,lexical_use,not_a_method_claim,lexical_use,,no,n/a,
2bb86a84-390a-4a08-a31e-ffb21e9da4bd,גאולה 396 -אטבח,excel_import,research_vocabulary,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,
2c2dc4a2-de37-420b-aabb-a827ed3d681a,יהוה מסתיר את הגאל האחרון -1820 מסתתר,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,method_alias_issue,,no,medium,
2c6fe61d-dfb4-4281-a0b6-3aaaa701b0fa,הכונו לביאת המשיח לפני,excel_import,thematic_corpus,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
2cc706c0-f091-4b63-85bf-69fa7a2952f0,בן דוד בא 644 -פליאה- 1335 -לפני,excel_import,archival_raw,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
2d1b3784-3f23-4c3d-816a-bd3ebb2b6800,דרגתו בעתה 11111- אחרי גדול,excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
2d70c288-52e6-4850-9558-fb0f56038786,יהוה מפליא אתבש,excel_import,thematic_corpus,research_instruction,no_claimed_value,research_instruction,,no,n/a,
2dc0d0a9-5cf6-4639-8ac0-e55d42d9f55a,אשרי המחכה למשיח ל1335-רת --פי 5-אחרי גדול 20160,excel_import,thematic_corpus,candidate_method,candidate_pending,"candidate_method:ר""ת (רת)",,yes,low,messiah_package
2ddfe7ab-ef71-4235-a12e-8258e9b481c9,סוד המשיח 533- מסתתר,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,messiah_package
2de7b823-d34a-4c67-a991-e93d49ee66f1,סוד המשיח 1820 - מסתתר גדול -לפי אחת,excel_import,thematic_corpus,multi_method_instruction,unresolved_mismatch,wrong_expression_boundary,,no,medium,numeric_word|messiah_package|ambiguous_enrichment_62
2e080574-1ada-4736-bfba-e05a0d3e9d0f,644 צומח למשיח יהוה - לפני,excel_import,archival_raw,lexical_use,not_a_method_claim,lexical_use,,no,n/a,messiah_package
2e463dc1-94ff-4b21-a984-fae937999646,אחד ארבע שבע ושתיים (1472) רגיל 1424 - מסתתר 2216,excel_import,numeric_word_construct,multi_method_instruction,unresolved_mismatch,insufficient_context,,no,low,numeric_word
2e9af27f-9afa-482f-a2b4-30fb9a44d226,717 משיח בן דויד אתבש,excel_import,archival_raw,research_instruction,no_claimed_value,research_instruction,,no,n/a,messiah_package
2f01418e-4635-46b0-af4b-7805f6fb66c9,"וְקָרָאת אֶתְכֶם הָרָעָה,ב--משולש - 4340- אטבח",excel_import,thematic_corpus,multi_method_instruction,no_claim_verified,multi_method_instruction,,no,n/a,
