id,phrase,ragil,is_verified,source,corpus_role,display_access,claim_subtype,confidence,rule_or_reason
6ced949f-f521-4923-bff7-fb1bc79e5ac9,ביום ההוא יוחרבו ערים בעולם,775,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
1b479ebb-06cb-41f5-ae24-7628912aa5fd,בין הזמנים בחדש אב יבוטל,588,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
0f50ff58-d06f-45cc-9e45-4c3642e7b477,בית המקדש השלישי לדר אחרון,2015,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
dcd9aa7b-7e9d-4811-ad2f-300109188fdf,בית המקדש השלישי נבנה בשמים,2015,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
49b21f36-15ea-418c-a89c-8d48f7c49753,בית מקדש שכינה ר יפ,1531,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
6e1d8bc8-4b61-4959-8143-06364d48989c,בן דוד יבוא בחמש שבע שבע שש ∆,6634,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
fe25fb0f-c55b-4c1c-a832-cd99d49a20ca,בן דויד חמש שבע שבע שש ∆,6606,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
e2d21341-4b38-48d6-abbf-f0e8d7c1dbc1,בניסן חמשת אלפים שבע מאות שבעים ושש,2928,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
41940043-5920-49b3-bf0d-d1b4de8c7cf2,בסלין לאה תהיה המלכה ∆,2666,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
65969756-78f1-4c34-8d35-04fa82e4d06f,בראשית (ב ∆ ישר והפוך),913,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
26807860-1105-467d-a515-ef4fac76608d,בראשית (ב ∆ ישר והפוך),7887,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
42ffeb12-a067-437d-ad64-4a45a07fcf89,בראשית דוד בן ישי בית הלחמי לפני,1974,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
25bc6a2e-929d-4043-a44d-df95e42afc04,ברוך שם כבוד מלכותו לעולם ועד,1358,False,excel_import,thematic_corpus,public_expanded,biblical_text,high,"Recognizable biblical/liturgical quotation, not a personal or third-party claim. 'ברוך שם כבוד מלכותו לעולם ועד' — classic liturgical response line."
72f5c343-8871-46b0-8336-9b002427ce28,בשורת הגאלה לישראל מילוי ללא,1680,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
b03fed7d-134b-4ef9-8f3c-7137b6ed7968,בשנת חמשת אלפים שבע מאות שבעים ושש,3508,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
9822e7ac-0a30-4750-b0d1-858b17974a77,גאולת ישראל ברחמים כל אות שניה,2103,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
48d97b26-6281-4b34-a5ac-1fc6bb0a4f99,גאלת ישראל בעתה שנה הבאה,1820,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
9000528c-4477-4283-9b86-41caa0ae69a0,גויים יבאו על ירושלים ב,786,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
9ad63acb-0fcf-4ef4-924f-3647a8c6a086,גילוי השכינה (משולש),1692,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
e6fda7a2-e8d0-4f05-8cd9-bc5046c0f76c,גילי מאד בת ציון הריעי בת ירושלם,1939,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
6c719444-2051-492a-837d-b9986f166b33,גל עיני ואביטה נפלאות מתורתך,1839,False,excel_import,thematic_corpus,public_expanded,biblical_text,high,"Recognizable biblical/liturgical quotation, not a personal or third-party claim. Psalm 119:18 'גל עיני ואביטה נפלאות מתורתך' — direct biblical quotation."
ad6714dc-afb1-4b3b-b302-5c31386f7db4,גלוי אליה ∆,95,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
24db3335-6957-463d-9a90-460720c32d30,דברי חזל דברי אלהים משולש,1239,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
d459b228-0d02-42be-ae80-6e81b432af62,דויד בן ישי בשבע שבע שש לפני,1912,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
bdaa5e1d-c28f-4718-b386-2d32bfeb5681,דויד בן ישי ואליהו הנביא יבאו,541,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
e3d62897-6db2-4669-bb5e-93bcdf7f38d2,דויד בן ישי עבדך אות שניה,1264,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
2a3a3c6e-b870-4b46-9b33-bbbce4d427d6,דויד בן ישי עבדך אליהו הנביא בית מקדש ∆,5775,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
1d5b44b7-661e-4d11-a347-a292dd635740,דויד בן ישי עבדך אליהו הנביא בית מקדש ∆,5776,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
c207eb45-b3c8-4f6d-a456-e86ce3400798,דויד בן ישי עבדך סופי תיבות,1466,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
35b31136-af76-47bf-bb19-a3fe39f72ba1,דויד בן ישי צדיק נסתר - אטבח,1330,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
458f9d25-e9f2-47b0-b332-fef58c9aaa8e,דויד המלך יבנה בית המקדש השלשי,1692,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
75b80e91-15cf-4be9-a447-01ce959db5f2,דעת פירוד - את בש,1477,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
1cf0a6bd-8607-436a-b89b-b2e7bb9300c4,דרגת הנבואה גילויי אליהו דעת עליון,1437,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
a7f92b5e-48bf-453c-8a40-e66e5e310c41,האדמה תרעד בציון ( ∆ ),3580,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
06a1a3e9-da0c-49c6-960e-0750e7bef05b,האדמה תרעד בציון ∆,3580,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
9b4f8231-b393-4e1e-be7a-766969312519,האות יוד של דוד לבנימן נתניהו,1479,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Odd numerological letter-association about a real sitting politician; not defamatory, just an unverified association."
b0219461-8da5-4766-84fe-ca89fcceb0e0,האחרון ירד משמים ∆,3508,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
83027255-ffe0-4aad-987e-7dc79219f837,האספו ואגידה לכם משולש גדול,990,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
bcb1154d-e264-49e4-94be-62e108de24ef,הגאלה האמיתית עד עת קץ,1644,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
047e6d76-c4b8-46cf-9ef9-81a127043966,הוא בא קליפורניה ארצות הברית,1820,False,excel_import,personal_or_restricted,internal_only,source_claim,medium,"Third-person claim asserting a specific real-world origin/location for an unnamed 'he' (presumed Messiah figure); a claim, not a documented fact, and no named individual to route to human_review."
b62a2fbc-6a4e-47ca-9ba0-32162769f3b7,הוא הנבחר למלך ישראל אות שניה,1710,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
14d7b8d8-a131-47e1-96c4-e12edd55da21,הוא יבנה המקדש בזמן הזה,644,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
894cc83d-ac05-4bd2-a2a1-8a6593cf35d0,הוא מסאן דייגו ∆,780,False,excel_import,personal_or_restricted,internal_only,source_claim,medium,"Third-person claim asserting a specific real-world origin/location for an unnamed 'he' (presumed Messiah figure); a claim, not a documented fact, and no named individual to route to human_review."
f4a43d95-a26e-400f-b29e-f58e2659de3e,הוא מסתתר - (מסתתר),566,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
dead15c7-f37e-4980-9f8a-7a2fae7a534b,הוא עבדו ∆,94,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
b6283399-9a07-4b4e-881b-2ca260e30c02,הוא צמח דויד בן ישי ∆,2212,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
8f7427ce-67a7-4360-809b-45ef1d4e1fbf,הויה מתגלה לעיניי כל אוהביו ב י,776,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
08b9cc9d-a7dd-4b14-a5ea-0a9454ce0149,היום האחרון לגאולתכם באחישנה ט בטבת,1659,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
fbf1d258-9abc-4973-8b1b-08462885d078,המלחמה תיפתח מדעאש סריה ריבוע,2004,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
9273e0f7-12a5-45a0-862c-ed55911c3bd9,המלחמה תיפתח מצפון מילוי ללא,1449,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
4bf45bbc-91f3-478f-94df-d7de70faeacc,המלחמה תפרוץ בחודש הבא רת,1832,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
d3a2b46d-7575-4f3d-b994-e05c4627e98a,המקדש ירד מן השמים במחזה פלאי,1331,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
6953bbe1-c932-40e9-8e58-7232fb43fc7b,הנשמה בת ששת אלפים השנים,2368,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
2e129eb4-e10d-4f15-a68b-921cecd99b7d,הנשמה היא חלק אלוה ממעל,776,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
a9f136b8-0d42-4f1d-8629-b111599e5c2e,העולם יכיר מלך מלכי המלכים,726,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
52ea453c-834c-4d82-bebb-b6085e375145,העם לא יכרת (זכריה י),776,False,excel_import,thematic_corpus,public_expanded,biblical_text,high,"Recognizable biblical/liturgical quotation, not a personal or third-party claim. Explicitly self-cited '(זכריה י)' — Zechariah 10, direct biblical quotation."
2f461242-9b37-4815-83bb-73abba7e975a,הצעקה בעתה מלוי ללא מילה,979,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
6476526a-bd02-4076-b5fa-beced8661a6f,הקדוש ברוך הוא בחר בו לבנות את מקדשו,2212,False,excel_import,thematic_corpus,premium_candidate,research_phrase,medium,"Full-sentence messianic/redemption-themed research phrase (classical trope: Messiah/Davidic line/Temple/redemption timing); presented as an unverified researcher hypothesis, not a documented fact, so kept at research tier rather than public-default."
