id,phrase,source,ragil,is_verified,visibility_tier,dna_status,category,node_id_type,corpus_role,rule_applied,confidence,cluster_id
"1b526611-24bf-48f3-ae85-a095aa43d080","סבלנות","entity_seed_v1","548","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:מידות ומושגים"
"3d1bc030-44af-48f3-8214-93252acb5202","משיח מתוכך","sod1820","844","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"56209bbc-03f7-4ea0-9b4d-676d2cf2cf86","קץ למרור","sod1820","666","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"7d782f91-8756-4ba2-b0fd-8ec1d6cbea54","הנצחון שלי","sod1820","549","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"1bdb7a65-baa8-49a6-adca-2064d0703304","ויקרא","entity_seed_v1","317","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:ספרי קודש"
"271e5b8e-f079-4b6d-913e-80c056cbb6dd","עץ","entity_seed_v1","160","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:טבע ויסודות"
"ace27e67-0aae-4cbf-b532-896b1b2e3055","יושר","entity_seed_v1","516","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:מידות ומושגים"
"23279d55-d6f1-4606-808f-d92f714f1834","אנרגיה","entity_seed_v1","269","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:מודרני ומדע"
"45b29629-7fa9-4032-b468-7db15083d95f","דוד תדר גבוה","sod1820","634","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"32ff6bef-74a2-43c9-bbb6-72fdbf086b80","אעלה לדרגת","sod1820","743","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"2fcdcb23-c581-4bcb-931f-0cad648756f9","תהילים","entity_seed_v1","495","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:עבודת ה'"
"30eb611d-e4f4-4be4-8b2f-b4d5e40dc604","זריזות","entity_expansion_v1","630","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:מידות ומושגים"
"7b865fa3-c244-4422-872f-7ee4068e244f","עזריאל","entity_expansion_v1","318","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:מלאכים"
"433092d4-700d-4d66-9018-bdcf4782622b","מוצאי שבעית","sod1820","929","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"4a5f1272-5afe-4feb-9c54-283f2b62b115","מעיין","entity_seed_v1","180","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:שמות פרטיים"
"19bb1b89-cc3e-4ee4-a4e1-3e74b883b70d","נועם","entity_seed_v1","166","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:שמות פרטיים"
"4541e247-adc0-4d77-92c9-84e16dd306c4","שירה","entity_seed_v1","515","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:שמות פרטיים"
"c27c3200-bc00-4392-a9f8-269f57cc4288","השילוש","sod1820","651","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"f75ffb1e-9ed3-4750-b0c1-e6b68cf09972","רבי נחמן","entity_seed_v1","360","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רבנים וחכמים"
"bd9a6429-541d-48c3-a0ab-c0dd203c8b97","רבי עקיבא","entity_seed_v1","395","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רבנים וחכמים"
"d429cdcb-13e4-47b1-8b69-2c0b9186080b","רבי שמעון בר יוחאי","entity_seed_v1","915","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רבנים וחכמים"
"fc35237c-3718-43af-bf67-86f341dc13ae","משיח שיח","sod1820","676","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"77b037b9-e1da-49a0-aa61-4fef388c4b24","נוריאל","entity_expansion_v1","297","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:מלאכים"
"5932e464-3f90-4d27-a9e5-fd99a248ef28","חיות הקודש","entity_expansion_v1","839","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:מלאכים"
"e1a632d6-30b7-496f-9032-a46c0adeea15","רוסיה","entity_seed_v1","281","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:אקטואליה ואומות"
"359b330e-e849-4cee-b498-6f9f1abb9881","גילוי","entity_seed_v1","59","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:מידות ומושגים"
"83b4a41f-9044-45bb-aa73-292c1faea7a8","אופנים","entity_expansion_v1","187","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:מלאכים"
"38ad520a-24fc-416c-ae23-0e2ab2f4a821","שרפים","entity_expansion_v1","630","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:מלאכים"
"eba35bc3-9fe3-47ef-b332-e56f4f9350fb","ובא לפני יהוה אל פתח אהל מועד ונתנם אל הכהן","sod1820","1537","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"3e5c0d52-7291-46ae-8a01-0ddc49dff537","השכינה ציון","sod1820","546","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"04a0b8ac-ce48-4b46-a5b8-a4adff25dd53","דיקטטורה משיחית","sod1820","1111","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"dc5c97ce-dcc3-4484-8c7a-6991a4e8aced","עבדך משיחך","sod1820","474","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"36c14993-3cd9-41cb-bf99-e8b945398f57","תהלה לדוד","sod1820","484","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"86842af6-fd87-4464-a6ac-901ad4954e69","גאולה שלמה","entity_expansion_v1","420","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:גאולה"
"90622fb9-f1ad-4419-ad0e-c8565ab05203","לוויין","entity_seed_v1","112","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:מודרני ומדע"
"1c3e7571-dc04-4e59-a67b-865581ab66fc","כרובים","entity_expansion_v1","278","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:מלאכים"
"22e26de2-8bb5-423d-aae2-ad9d860f2b22","סוף לאשליה","sod1820","522","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"8f40631a-d96e-4a61-b978-5ebe4e2cffc1","בו דויד","sod1820","32","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"be786ff0-5466-4f21-816d-e76cc2b14605","זריעת קוצים","sod1820","933","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"97c681ec-67d1-47e8-bba3-9ab8f3ab63f5","שנת לפני","sod1820","920","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"f6853267-15ea-44f3-830b-ce7f6bdeab97","הסתרת גאולה","sod1820","1110","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"65f88db8-3804-4907-a5ea-eed1a075acf0","שר הפנים","entity_expansion_v1","685","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:מלאכים"
"92232fdd-dace-4d7b-84b8-9772be3a1fed","תורה הקדושה","entity_expansion_v1","1031","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:ספרי קודש"
"8d842cee-886f-4abe-b839-957d8ddbf763","זוהר הקדוש","entity_expansion_v1","633","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:ספרי קודש"
"34545602-bd03-4e49-9b6c-5dc534a67754","ספר יצירה","entity_expansion_v1","655","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:ספרי קודש"
"baf029c3-e7eb-425d-b3dd-82af4bfaf051","תהלים","entity_expansion_v1","485","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:ספרי קודש"
"4020d72d-c5f4-4141-bec8-b87d22b103a9","פרקי אבות","entity_expansion_v1","799","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:ספרי קודש"
"078f2b7e-2c98-4396-a0d8-926e578c2df8","האלהים הגואל האינסופי","sod1820","358","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"76122913-484e-4f77-b30d-beb57c2b59d1","דוד המלך כאן","sod1820","180","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"c486861b-bf36-41ef-b337-fb6e70818666","מעודד ענוים יהוה","sod1820","326","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"935e7757-73ec-451d-a9d3-e196adc18162","הסוד","sod1820","75","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"79c21495-ca57-4499-bf63-e72c50dd0efb","דודי צח","sod1820","122","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"f6d1e57c-6aca-4d28-911f-65342e9478c5","מרפא","entity_seed_v1","321","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רפואה והחיים"
"b8e344dd-82d1-4426-911c-5a787fe3f6ea","חמשה חומשי תורה","entity_expansion_v1","1328","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:ספרי קודש"
"ef1501af-bdbb-42a9-89e3-e6b78248b0f3","מחלה","entity_seed_v1","83","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רפואה והחיים"
"2452d134-cd2f-4994-b745-9965c94d1ac5","חשבון נפש","entity_expansion_v1","796","true","3","","ישות","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col=generic ישות)","high","world:עבודת ה'"
"f2f0f458-9cfd-4d2c-a6cb-510dcc2a02f1","יסורים","entity_seed_v1","326","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:צל וסטרא אחרא"
"da01aa38-c27f-46d4-8147-2114fb0ace4e","רפאל","entity_seed_v1","311","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רפואה והחיים"
"a7a4e470-c8cc-47cb-ab1b-ce23e2951df6","סם","entity_seed_v1","100","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רפואה והחיים"
"a2853d2c-7aa2-411f-973a-d5a9eb2bb736","כי בחזק יד הוציאנו יהוה ממצרים","sod1820","775","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"c661f4eb-5771-44e4-b6c7-ee06945c66c9","שיויתי יהוה לנגדי תמיד","sod1820","1313","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"3b25b0ce-a2a3-41f4-8139-8cae4ff281f9","קרן עדן","sod1820","474","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"dbae5b55-7eb7-4b78-a753-f690966796c1","ירושלם ב","sod1820","588","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"41ae89a3-538d-4b8d-b722-c7858f528f0a","רע","entity_seed_v1","270","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:צל וסטרא אחרא"
"50d18329-c021-4d3f-8c86-fcde1eece464","חטא","entity_seed_v1","18","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:צל וסטרא אחרא"
"e8ce971a-219a-46ed-a827-61ec7e956e09","קנאה","entity_seed_v1","156","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:צל וסטרא אחרא"
"e7cd80cf-6fb2-4134-91b5-e83b4777593f","לב","entity_seed_v1","32","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רפואה והחיים"
"c64f8117-b917-4595-9f8a-79e2560647cd","דם","entity_seed_v1","44","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רפואה והחיים"
"792c188b-4251-4d3a-ae8c-328bb795f4d7","מי גר בעזה","sod1820","337","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"f961ce11-fe7d-4d71-9bed-4920d00d08bb","מאדים כח","sod1820","123","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"04dfc85f-79e2-468d-b3b4-e590e640846a","יהוה ימליך","sod1820","136","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"46f281ed-acb9-4b8f-a683-f5aa53d6b73b","אנכי צמח דויד אליהו הנביא","sod1820","363","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"1b00103b-4f2a-4560-a6ce-af69d62d916f","ועל יהוה יזעף לבו","sod1820","337","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"48505b6d-e14c-4502-9c15-b95016550231","דעת קלה","sod1820","609","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"713db4dd-ec9d-4eab-9aeb-c9921f73c862","כח","sod1820","28","true","1","dna","מילה","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"c5db1f22-531d-455c-a283-921f58d9ed91","רכב","sod1820","222","true","1","dna","","","research_package","exception:anchor-system note (Tier1 but part of עוגן/NUMBER_MATCH cluster)","high","sod1820_anchor_system"
"5daa6008-d322-4bb2-91b3-f7ea23e2bf7b","רבי","sod1820","212","true","1","dna","","","research_package","exception:anchor-system note (Tier1 but part of עוגן/NUMBER_MATCH cluster)","high","sod1820_anchor_system"
"8f0359b5-0b4a-4215-9158-b3f7876f2976","הגאולה ביניים בעתה אחישנה","sod1820","1023","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"d4e3bd9b-a8b7-4f63-9dd1-259f95b436f2","רפואה","entity_seed_v1","292","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רפואה והחיים"
"a53b81a2-decf-4705-b8e6-95fc80fa4fa8","חיים","entity_seed_v1","68","true","3","core","","entity","thematic_corpus","default:100% node-linked entity, nodes.metadata.world populated (category col empty but real theme exists)","high","world:רפואה והחיים"
"5cf31cdc-b526-46ef-824e-720a8492198d","לב מבין","sod1820","134","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
"693caabb-74e7-45c7-9827-d82f97a2d508","אלהים משיח מקדש","sod1820","888","true","1","dna","מנוקה אוטומטית","","public_core","default:verified+Tier1+dna, standalone value-phrase (מנוקה אוטומטית / thematic category)","high",""
