id,original_phrase,method_mention,canonical_method_id,instruction_pattern,n_methods_mentioned,multi_method_flag,confidence,engine_validation,needs_human_review,source,resolved_corpus_role,in_numword_audit,in_yeartime_audit,in_ambiguous_enrichment_62
138990ed-2077-4541-a547-972a71678919,ביאתי אתבש= 434-רגיל ומלים,אתבש|רגיל,אתבש|רגיל,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
139f1d1f-2d33-4bd0-8868-b01259bc6c2a,העבור אחרי,אותיות_אחרי OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
13b5a88c-b3f7-4457-8c7e-83fe98221de2,חיל בלע ויקיאנו אתבש 1100,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
13e6b157-ec23-4a6a-87be-70dfa31f77e3,ריבוע,ריבוע,ריבוע,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,promoted:raw_docx_v2,research_vocabulary,no,no,no
13f53193-af50-446c-bc2f-2868958f0ad4,סוד המשיח האחרון 1335-גדול -לפי-אחת,גדול,גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,yes,no,no
148f9811-4ec6-459f-b497-235a8d7acd3b,בשורת המשיח - אתבש,אתבש,אתבש,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
14d82ba1-f0ed-462f-ac53-2e3e33a4c952,סתמים וחתמים הדברים עד עת -1400-לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
14e16a72-5ef4-4573-9eaa-68f32625d4e5,396 משיח בן דוד בזמן הזה -משולש -14370-מסתתר =פי 5,מסתתר|קדמי,מסתתר|קדמי,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
15154a3e-4f93-4245-877c-af9741d0d62c,המלך 1335- גדול ואותיות -לפי אחד,גדול,גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,yes,no,yes
15bca0e7-d661-46c1-9831-751c25d7a3a6,644 עבד יהוה - רגיל ומשולש,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
15ce7a50-3f57-40b2-9aec-654eb2498ea4,אימתי רגיל ו,רגיל,רגיל,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,sod1820,public_core,no,no,no
15d2a328-6b91-4464-b0a5-3b567272ac23,ברית בין הבתרים רגיל 1331 ועוד ∆ 5430,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
161107bf-631d-4e19-931c-bf2a886efa72,גדולת יהוה - רגיל ומשולש,רגיל,רגיל,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
16213bb8-c924-4322-80f3-aff83c94b43d,צדיק נסתר בצמח- מילוי -5330-רגיל ואותיות =פי 5,מילוי|רגיל,מילוי|רגיל,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
16239a41-0f55-4338-99c5-52dd5d1a8979,יום הגאולה יסתר - גדול 1336,גדול,גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
169333f2-5dc9-4820-85db-a73c65f8f85a,סוד משיח כמוס מילוי 1776,מילוי,מילוי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
17014f65-11d8-4796-ae96-42c59cdc669a,מלחמת העולם תחל הקיץ מסתתר 5333 משולש,מסתתר|קדמי,מסתתר|קדמי,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
1725afd7-a843-473b-97b0-6c51037b0920,נפש משיחך נכספת אליך בעתה 3630 אחרי גדול,גדול+אותיות_אחרי OR plain preposition (ambiguous),גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
172c9282-584f-4cb1-9544-b049e69c65f4,מיהו בן דויד ∆ גדול,גדול,גדול,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
18207155-aac9-448d-aee6-608314dcfe0b,"אֲנִי אֶהְיֶה-לּוֹ לְאָב, וְהוּא יִהְיֶה-לִּי לְבֵן; לך צמח דוד מכי ליהוה המלוכה -מילוי -רת 337","מילוי+NON_CANONICAL_ר""ת (not in registry)",מילוי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
189b84ee-7eeb-4d87-ab40-cfe7a81227b2,אני מודה לך על הנסיון האחרון 717 רגיל,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
18e319de-3f9b-4f09-8940-49e39440db62,מיהו המשיח האחרון בעתה אחישנה = משולש,קדמי,קדמי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
18fc4035-0056-42cf-a6b6-bb9a7aff49d3,שם המשיח נסתר -מסתתר גדול,גדול|מסתתר,גדול|מסתתר,B_or_E_needs_manual_review,2,C_multi_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
199cf66e-6864-44fe-a4da-2084eb3e726b,הסתרת המשיח ב776 אחרי גדול- 2504 מדבר רבה,גדול+אותיות_אחרי OR plain preposition (ambiguous),גדול,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
19b34a2f-8e44-41e3-a77e-cb329839bc57,: וְעֹשֶׂה חֶסֶד לִמְשִׁיחוֹ לְדָוִד וּלְזַרְעוֹ עַד עוֹלָם = 1430 רגיל,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
19d39b18-0604-4616-b7d4-826bd6638608,אחדות ישראל 644 אותיות לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
19ecac59-5322-4379-bcb4-8ffaac46e616,ביאת המשיח 2756- סת,"NON_CANONICAL_ס""ת (not in registry)",(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
1a18cb44-612b-4c16-aa9f-8c1bfbc25f4c,מֹעֵד שְׁנַת הַשְּׁמִטָּה--בְּחַג הַסֻּכּוֹת בעתה אחישנה ביאת הגואל האמתי האחרון -מילוי ללא מילה,מילוי,מילוי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,archival_raw,no,no,no
1a92a168-1a45-4b7d-bbc1-bbeb481042ab,מי צומח למלך ישראל ?מסתתר 5 - אתבש 3750,אתבש|מסתתר,אתבש|מסתתר,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
1b37df27-b45f-48de-818d-1ee41dcd13cb,נשמה יתירה,מילוי,מילוי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,promoted:raw_docx_v2,research_vocabulary,no,no,no
1b90604a-ec40-49cb-b15f-7d6a1c45cdde,הוא מסתתר בכי ליהוה המלוכה - מדבר רבה,מסתתר,מסתתר,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
1c153a98-d212-4cce-bffd-4b8e33be3515,המשיח עוזר יהוה בגאולה מילוי ללא,מילוי,מילוי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
1c7a632c-c810-44c3-916d-b869109db809,שנת גאולתנו 776- מילוי,מילוי,מילוי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
1cb2118f-3259-457b-8e0f-5efc797f69c8,משיח הגיע 446 - אתבש 449 - 1393 396 מסתתר,אתבש|מסתתר,אתבש|מסתתר,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
1e0ad25f-c7f2-46ca-92cd-8292f4771ff4,חטר מגזע ישי יתגלה ב2015 -לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,yes,no
1e438835-5b94-467e-b1b4-e55a21aa7f6c,2660 3370 המשיח האחרון - אחרי,אותיות_אחרי OR plain preposition (ambiguous),(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
1eb79907-ce2f-48d2-8246-4d96f450c3b1,לי דרגת 11111 - משולש -לפי אחד,קדמי,קדמי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,personal_or_restricted,yes,no,yes
1efa97ae-774a-4293-89cb-605746b105d4,לפני,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),context_only_nonNumeric_mention,0,non_canonical_only,medium,not_individually_validated_naive_adjacency_unreliable,no,sod1820,public_core,no,no,no
20a2993c-2afb-41b9-907f-a619233a3b86,הגאלה האחרונה 1335- אתבש,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
20a8210a-88b6-4368-acee-75718908b171,לעורר רגיל - מילוי 1237,מילוי|רגיל,מילוי|רגיל,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
21eb6cdc-679f-4365-bf6e-10718cb5db78,מיהו מלך המשיח בעתה =מילוי ללא,מילוי,מילוי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
228d9b06-5b9e-41af-8986-4bb356f4d0dc,1335 1290 התגלותי כמשיחך - לפני לפי אחד,אותיות_לפני OR plain preposition (ambiguous),(non-canonical-only),A_metadata_instruction,0,non_canonical_only,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,personal_or_restricted,yes,no,yes
22a85483-b93b-4579-af14-9c0b73272c71,644 במלכות - 1396 מסתתר,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
23036604-a1a6-47ee-a327-5e11f7c7bba7,אכרית את זרעו מילוי ללא,מילוי,מילוי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
23193a94-2f3f-48f0-b9ba-dac8e3519b2b,משיח פוטנציאל,קדמי,קדמי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
235216b7-773b-4183-ac3d-92eb2bf5f3a9,1948 אליהו הנביא בימינו - מסתתר 1506,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
237e91fc-b5d0-4ccf-9f27-cc868027419e,יהוה המלך האמיתי = משולש -590- רגיל ומלים,קדמי|רגיל,קדמי|רגיל,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
23b8fc35-e79a-4f3e-b8d4-c611b1e66365,363 צומח בכי ליהוה המלוכה -מילוי- לפי שלוש,מילוי,מילוי,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,yes,no,yes
23cf3a56-0cd2-43d6-9dc6-374c3bca60f9,שכינה = רגיל 385 + ∆1438 = 1820 !!,רגיל,רגיל,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
243a8c0c-ed80-4394-899d-ce5147b0fa06,כֹּה אָמַר יְהוָה קְדוֹשׁ יִשְׂרָאֵל וְיֹצְרוֹ הָאֹתִיּוֹת שְׁאָלוּנִי עַל בָּנַי וְעַל פֹּעַל יָדַי תְּצַוֻּנִי צופן תנכי -ריבוע -=פי 5,ריבוע,ריבוע,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,thematic_corpus,no,no,no
24530c87-da86-47da-9d93-b75aae4daab3,0502169455 מספר הטלפון של צמח דוד -אתבש =5,אתבש,אתבש,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,research_vocabulary,no,no,no
24b60bdd-9678-489c-93ba-a352b40eccea,אור מלך המשיח שאול מסתתר 1363 אחרי,מסתתר+אותיות_אחרי OR plain preposition (ambiguous),מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,archival_raw,no,no,no
24db3335-6957-463d-9a90-460720c32d30,דברי חזל דברי אלהים משולש,קדמי,קדמי,B_or_E_needs_manual_review,1,single_method,low,not_individually_validated_naive_adjacency_unreliable,yes,excel_import,thematic_corpus,no,no,no
251bf3a6-1028-4c69-a754-af928a7c51b4,533 יודע סודי - מסתתר,מסתתר,מסתתר,A_metadata_instruction,1,single_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
2548ed27-3c68-44d7-898b-f6d453147052,הסוף למטוסי הקרב בימינו = 2756 מילוי רגיל,מילוי|רגיל,מילוי|רגיל,A_metadata_instruction,2,C_multi_method,high,not_individually_validated_naive_adjacency_unreliable,no,excel_import,numeric_word_construct,no,no,no
