id,phrase,source,verified,connectivity,structured_corpus_role,classification_reason
41a9cf95-1c71-477a-a691-8dac502a1e45,המשיח בן יוסף ומשיח בן דויד,wa-gilui-yomi,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
5edeb52e-d746-491a-889c-443b90916735,אור המשיח אמת,wa-gilui-yomi,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
788d011e-ce15-40b7-8ac1-b81db911a063,סוד אחד שתים שלש שבע,wa-gilui-yomi,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
8e311898-3755-40ae-9d8e-4f41cc29f85f,מוגתבא חמינאי מת,wa-gilui-yomi,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
9e99422d-5856-43b2-9527-5da52832b442,ישראל ארהב איראן,wa-gilui-yomi,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
c2f366c4-1542-4c73-ac43-d5816fca27a3,המשיח פועל במעשים,wa-gilui-yomi,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
c31149b2-7182-4369-862b-003c006d36bf,וגאלך קדוש ישראל,wa-gilui-yomi,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
6b8b9d04-d203-4083-87a8-d11607669575,השיחם,wa-torat-haremez,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
003c7610-a4b4-4567-b712-9121c30aeccb,גרסיאס,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
0083544e-35e2-4541-91fd-abd4956942f7,אם ניקח את גימטרית פסוק,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
021019e4-ab74-4b17-8184-1221dedd3f12,כה אמר השם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
02c49add-d8ac-482a-a84f-8785b20ee98d,צ צב צבי,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
03040907-5711-410b-8569-754e63c5a658,תפארתך,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
04588c76-3675-42b6-be6e-ec69849f985c,פסח סחף,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
054491d5-63d1-437a-90fe-78dde92e16b7,חסרים,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
0645cf9e-a2da-48d2-943c-ee1c1d7cc4e3,נטרתי,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
070a5597-4d6e-4350-9849-a79c1484666e,אמ,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
08309fbc-1e8e-4974-948e-4c15298ab26e,אתם מקרבים את הגאולה האחרונה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
08b0e060-558c-4a8a-a67d-162ff37ed6b4,אשר אני נתן,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
09cb5f60-5017-470c-90f3-0ed31fb80aeb,משמע מזה,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
0a25f601-185b-461c-9ef8-f99c42407f65,הכח של מעט חסד,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
0b794371-2a8b-4c65-b8ec-aea6713e7524,קטע הפסוק הזה בדיוק גימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
0b94f379-cfac-420e-8b32-f53093dab17c,מי הוא זה מלך הכבוד י,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
0bb7cc1f-25d0-498d-bd7a-afbb193cc293,הפסוק מופיע מספר פעמים בתנ,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
0ca356a4-c072-4c0d-ac9c-1bc8518212cf,הוא מספר הופעות שם י,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
0e9ecb5e-b288-4bb7-a0c6-6775c8845885,המספר והעולם,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
0f504a73-c78d-4dc6-8f84-0c2939b4d134,ת מחלוקת הלל שמאי,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
114625b6-6952-4c0a-8146-9d6293a5991f,מילוי מיכאל,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
119f9876-fcff-4310-a0ea-8572722f3b02,אמונה שלימה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
11f8bf2c-5f51-4ef9-883e-f949c4591e8b,פסוק יחודי על,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
124801fc-aca1-4718-8b56-1ac9663dffa6,דומה דודי לצבי,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
13a1d0b4-ad0c-45d5-9e65-039a1e1f4a21,והזהרתם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
13c172ce-bff6-4b82-a434-a273ecae618c,שנת הכתר העליון,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
1464fa0c-f9cc-49f4-be8a-90f09207af2f,וזהו חסד יחודי,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
1559fbb7-06f7-46c2-ab6b-8f16618dbd7e,משיח במילוי,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
15c8d014-ce90-41a2-acd5-5d5b06866e33,פתרנים,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
15f5ba89-1ba2-4a00-8e44-97c9f7510050,מערכת של קרניים,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
1659cfdd-2a36-47b2-a437-afdaa1413c66,גימטריא תרי,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
16661f81-b22c-4b79-959d-a57dbfdeaed1,בין הבתרים,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
172be3e6-1b8d-4bbb-8edd-ca56aea6da21,סוד עולם,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
1731706f-04cb-49b3-89a1-cc493280a725,ספסיבה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
1770c65c-a9f4-4906-b70c-6f9646a3fc84,תפארתך בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
1805c871-4e84-4014-917a-b04ca7f8f994,סוגרת,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
19639f14-d95e-4862-9110-7a9bd61d4cb3,קריסטל,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
197c18ea-d9c0-4675-bf63-68e9bade41ba,זה מחיש,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
198ec67a-bad2-4cad-9298-34ad7c944dbd,צבאות הוא מלך הכבוד סלה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
19cab78e-330d-4a13-a8da-a697e1525e87,להבין באנגלית,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
1b0bc227-eac3-4186-8283-1698dbcc1b33,אין בכל התנ,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
1c50644f-d197-4c74-aaa9-36563bb2c683,בפסוק,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
1f02027b-6f48-4b59-bab4-8fa9137b1787,יעקב מתברך ונאמר לו במקעבר יבק,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
1f03036a-1577-4541-8118-b51432cbac41,בספר שמות,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
1fa0f001-dfbf-43bb-9858-448b1aeff6b4,ליראיו,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
2017c53d-53fe-4ff4-8e14-c1d6ae8c8d19,שמע ישראל וכ,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
2037ed50-8bdd-4341-8a1f-5725c37f067a,בספר מלכים א,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
23c04c0a-7269-48a9-b070-a71058a56af3,מחשב חכם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
2424abc4-0198-4c05-841d-2911d3d6c34e,חח,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
24e6feda-1ed4-4971-b236-44f7497849eb,שרית בגימטריא עשר פעמים מלאך,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
255b2527-3816-42d2-9737-b0bb9b7b7cbc,טנקיו,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
265ef0f3-9da2-40d0-9e5f-41184198371a,ועשית,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
265fda3c-4d43-45eb-a73c-4b78c026b671,צבי צבי,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
26ebbf8d-67a7-4a21-9a33-874345ab5297,רחום בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
27d341bd-8928-4173-a329-d592273384ad,עמוקים,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
2a4ab618-88ef-4f13-86fc-abad15d3ecd4,עין קום,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
2acedef1-8eac-4421-b401-86bf6ad14845,תדמיין,wa-vip,False,aliases,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
2ad74b4b-6ab5-4472-87e2-8a416e13c5b2,ה בתורה שבכתב,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
2c46494c-3faf-4916-a65f-196e8017b805,אבל אם ניקח,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
2d9be3c4-4d61-47de-829a-42cb011a27d6,שמות כה,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
2e57c5a8-71de-4a22-ae70-fed97fb4f6d6,וזרתים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
2ec5e761-8d08-446d-9852-ff9416030482,מדוע באתי ואין איש קראתי ואין עונה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
2ef0b784-7626-4970-ad59-07a36bcf20d9,סגרת,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
2f6aef6f-3914-4f6a-b473-ac6c5c8ba50b,מים ורחצו,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
2f77ff24-1818-4020-ba54-bc08e983f2b4,זה לא מצחיק,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
2f7e1fa9-2e5a-4dc2-b3b2-3275049027c0,יעקב בגימטריא פעמיים מלאך,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
31188cd1-1909-44c9-af07-bf695144491d,שנזכה לצוף בים החכמה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
32087725-a879-44b0-aa6d-a6166c4d5c90,ש שמעון,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
327767c8-6bd5-4ff0-9a05-3456a91ceca9,סוד י,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
332ba76f-7cf9-42f2-8c53-a1807ce5f863,טבע בים,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
336fd949-3c99-4e71-a842-ed1c08e84878,שין,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
349f14ad-4640-44e9-800d-daaadaf1b200,במועצותיהם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
35411247-4aa5-401f-9e08-b4b38fc70ebc,ללא גבול בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
36675aad-291b-4a41-9f32-5bcd3e1d2d6f,טחורים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
36ed16b2-2687-470e-8494-27362a0ea465,ברוכה הבאה ענת יקרה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
38c09f9f-8538-4bab-afa6-3e91f1a348b7,אגם צרפי,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
39189c26-bcb2-4556-a2d1-6866dcba862a,תפילה לביאת המשיח,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
39f102a6-0943-459f-9053-407dc8a480bb,לעומת מלך בשר ודם,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
3a17bf0e-fee4-422e-adc8-95f9e0a54837,ה בחמשת חומשי התורה,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
3a37d6e0-de63-445f-9a98-c90cc259e49b,צדיק בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
3b4f7741-a548-4cc2-9c97-442cbddec7b7,מה שנזכה בעזרת השם,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
3bd02393-027d-4e95-946b-eaa7fa53b9f1,תדמין,wa-vip,False,none,conversational_noise,"short fragment (1 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
3ce2ec8d-f1b1-4bc0-819d-408266d95073,בן ריאלז,wa-vip,False,none,conversational_noise,"short fragment (2 word(s)), no gematria-research vocabulary -- WhatsApp chat filler/interjection"
3d73d626-9ec0-4a0e-9e6c-61b1bfc0858e,כך גם הקב,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
3d7eb266-2175-44b0-b8af-87157c7d4fca,קדשה,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
3e7aaa97-7847-408a-ae24-52ad99a62872,ימים רצופים בגימטריא,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
3f487690-b2a6-46ee-add2-407d74b832b4,ט פסוק י,wa-vip,False,none,research_vocabulary,"contains explicit gematria-research vocabulary (גימטריא/פסוק/מילוי/אתבש/etc) -- legitimate research fragment, unverified"
3ffa730d-bd24-4f3d-976c-a63ab304b75e,נעשה וגם נשמע,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
409469f0-ba4e-4847-8cc0-32109a5df5fe,זה סוד הכח של עם ישראל,wa-vip,False,none,archival_raw,"ordinary WhatsApp conversation fragment, not corrupted, no gematria-method vocabulary, not verified -- kept as raw archival record, NOT assumed garbage"
40baa682-6d63-45f4-8e9a-5dd287cfb8c7,וגדרתים,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
40f3d7dd-01d3-42dc-9178-08c7b691c246,שלשול,wa-vip,True,bidim,research_package,verified=True + connectivity=bidim (the 90-row confirmed/cross-linked cluster)
