id,phrase,source,primary_corpus_role,refined_corpus_role,refined_layer,conflict_type
0a114d65-354a-46d3-876b-0c8020515f8c,אתה הוא מלכנו ב ?,excel_import,research_vocabulary,unknown,low_confidence_resolved,primary_vs_refined_semantic
0c5453ee-9fda-4e32-a527-a65e78da65c8,סאלי חיה מור היא הכל,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
0c79ed05-dadc-49e7-bd17-00a641f330c7,11111 דרגת היחידה לצמח דוד - לפי אחד,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
1238749e-14cf-4454-aa6c-5819100e3a39,אני בראתי 2600 משולש,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
12cd1b57-5af5-4cba-9e74-5543b1ce0cfb,אוהב אותך סלי 1000,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
188789c3-1c3e-4d6f-b6e8-41f2311f8eef,מחכה להתגלותי כמשיח אחרון,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
1b294489-395b-4b7b-ab22-005a05a50f29,הוא יעלה לדרגת מלך המשיח 11111 - לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
1e60bca4-f38e-41d9-9053-300f1cd1b3b4,אקבל דרגת יחידה בעתה ר יפ,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
1ffa1663-91e7-4211-adf0-0480681beb3b,משיח בן דויד בזמן הזה 1335 1290,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
2107dec1-e4c9-4e9c-a2aa-c9d00c676a3a,התגלותי בעתה,excel_import,research_vocabulary,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
25717fd1-aced-4e95-a836-4b14059871f8,זכיתי אטבח 477 בעתה,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
283182dc-eda2-42be-b2a5-898419abf37a,יהיה דרגת היחידה 11111 -אטבח,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
29a473ce-5c5e-4574-8c60-50c0bdcdf327,יום התגלותי כמשיח יהוה עשרה בטבת,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
2b9420bf-cd01-4ace-8f1e-0c03f3953cbf,אובמה ימח שמו וזכרו באלול,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
2d1b3784-3f23-4c3d-816a-bd3ebb2b6800,דרגתו בעתה 11111- אחרי גדול,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
2dc04292-8635-45dc-afc4-b6436277d153,דרגת היחידה דרגת הנבואה 11111 - לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
37673a79-096a-4b5b-bca6-e09f823a499f,השכינה הקדשה תשרה על צמח דוד ב22 12 - לפי אחד,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
39ed261f-a8d6-4d76-a9d5-cb8560bf6d54,אקבל דרגת היחידה בחדש הבא =פי 5,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
3a599c63-051d-4031-bdd0-63e48f77222d,דרגת גואל אחרון 111110 -אתבש - 1118 - 1118 - 1958,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
3df06f4f-6401-491f-8183-3c43261ef92c,התגלות המשיח 1335 1290=רגיל ואותיות,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
4100a32d-c0c1-4718-a581-050b752b3af8,הלב שלי 343 כמו סאלי חיה מור,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
417bbd21-57b2-4905-ad8d-fd039cf05b3a,לא יאמינו לי שאני צמח המשיח האמיתי,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
43555693-4832-4e6d-993c-c702fae0dd8f,לי כסא דוד משולש - פי 5 - מילוי ללא 5900,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
44c70090-6e49-45d3-bef8-4e669afb3a50,זו שנת התגלותי כמשיחך,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
4502e9ee-34ee-4dc7-a1ab-1ed3628b5fc1,אני משרש דויד המלך אות שניה,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
474bfb46-e2ae-44d7-847e-a7321e09d58f,הדעה שלי נכונה 555 2121,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
49daab52-bade-442d-b3a9-5f540c7d4b11,זמן התגלותי כמשיח בעתה,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
49f73479-d426-476a-a102-f0c8eb30958b,1335 1290 סוד גאלת ישראל - לפי אחד,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
51b2e61d-fd2b-4082-8caf-44451b77989e,אקבל רוח חכמה כשלמה בעשירי בטבת,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
5298a246-499a-46f6-804a-d0f31ffe2dbb,1335 1290 22 12 - רת -7810-גדול ומלים -1202- סת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
52bfd6bb-0f07-4cce-b8d1-e600a561a31e,אובאמה גלגול של פרעה סנחריב,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
547bda5d-d114-4228-a57e-94c7a68f22c3,אתעבר בנשמת דויד המלך בעתה אות שניה,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
5676b8ec-36c6-4aa1-9c42-c370230c3a40,ביאתי בזמן הזה מילוי ללא,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
59ba7731-2fc9-4570-9f9a-587a1601d74e,אני הוא מלך המשיח בימינו,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
5a273c6a-984e-4519-b096-932bf4c4b649,11111 דרגת מלך-לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
5ab161c2-bd5c-4f1e-8a4d-936ac23bfa51,אני הוא דויד בן ישי בזמן הזה,excel_import,research_vocabulary,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
612a4337-3c28-4bc1-aefb-83660dd4ac9e,המלך 1335 1290- לפני 4340- איק בכר לפי- אחד,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
62aa2595-3d08-4a42-8fc4-3007257ba786,התגלותי כמלך,excel_import,research_vocabulary,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
63005c32-52c0-416f-b889-858716df2a63,התגלותי כמשיח בשנה הבאה עלינו לטובה,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
6569e087-9a8c-4411-bb8e-28cd45153bde,יהוה גילה לי את הקץ 1335- מסתתר,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
680e8248-7251-4bcf-b5c2-7524d6426c8a,זמן ביאת המשיח בספר דניאל פרק יב 1290 1335 - סת,excel_import,personal_or_restricted,research_vocabulary,messianic_cluster,primary_vs_refined_semantic
6a422351-c91b-4963-8cde-3a53d314f19e,זוהי שנת ביאתי לגאולת ישראל,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
6a764e42-b9dd-49b0-be8c-f31d0231593b,1335 1290 סוד מיכאל בספר דניאל - לפני -לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
6ff919da-32ac-46f0-bbd4-17f7fe69fc7a,הקדוש ברוך הוא בחר בי צמח דויד המלך,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
70cf1d8a-de1a-4177-8d97-d9119e16c210,הזמן האחרון להתגלותי,excel_import,research_package,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
7b04166d-0243-45cf-9cd9-c1cad0a044ce,אקבל את המלוכה ב 781 - לפני,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
7fef9b45-a9aa-40f5-a5e6-d14d84e5991b,עת התגלותי שנה הבאה 2626 מילוי,excel_import,archival_raw,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
8436d861-17fa-4717-b776-259121448882,שנת התגלותי 781- 266 מילוי האות,excel_import,research_vocabulary,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
875aef95-4fc1-41c1-b06a-6834488e4c1c,אאא העא אגו יהו יעב מוב,excel_import,research_vocabulary,unknown,low_confidence_resolved,primary_vs_refined_semantic
87be4452-603b-4e10-9a93-8e299cf21f0d,אני צמח מלך המשיח האמיתי,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
894cc83d-ac05-4bd2-a2a1-8a6593cf35d0,הוא מסאן דייגו ∆,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
8bf3310d-cc88-47df-bc0a-73b328f50d13,"ברק חוסיין אובמה השני גוג י""ח ∆",excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
8d042206-4f9f-4887-87ca-c064ae2a792b,משיח בשמן קדשו בדרגת יחידה 111110,excel_import,personal_or_restricted,research_vocabulary,messianic_cluster,primary_vs_refined_semantic
8d7f4805-ba26-4d24-afb3-a63dc20214a9,ביאתי 1335- מילוי ללא לפי -אחת,excel_import,research_vocabulary,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
8e305a8f-1225-4edf-a10f-606d2e2b28ca,צמח דוד יקבל דרגת יחידה 11111 ב22 12 -לפי אחת -פי 5,excel_import,personal_or_restricted,research_vocabulary,messianic_cluster,primary_vs_refined_semantic
8e3befbd-9d6a-4adc-be86-6e163c0d75fe,יהוה אני מקבל את זה שאני הוא הנבחר,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
9252dc31-1d86-4311-9d3e-452d39c8c2df,מלך המשיח 11111- אחרי -לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
98357cbd-b970-409b-b48b-6855376da951,עת התגלותי כמשיח בימינו,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
98e2c82d-dda4-4ccd-bdd2-2265a93e1623,אני זרע דויד בן ישי האחרון,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
9a9af1c4-7f7e-4658-a60a-0fd7596d14ba,ביאת המשיח 1335 1290- לפי אחד - אתבש,excel_import,personal_or_restricted,research_vocabulary,messianic_cluster,primary_vs_refined_semantic
9e7d5f8d-292d-4019-a754-709ef91723ce,משיח יהוה בשמן קדשו בדרגת יחידה 111110,excel_import,personal_or_restricted,research_vocabulary,messianic_cluster,primary_vs_refined_semantic
9f3cf340-6465-42c6-9eae-e07c6a443019,תאמין שאתה צמח דוד בן ישי,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
a0d3c1ba-d386-41c9-b54c-9e24a5406f8f,בראתי את העולם 2448,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
a1623f60-fafc-4d52-9a62-d28aedb2dd4f,נשמתי משה משולש - 1437 מילוי רגיל,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
a398e2d0-8767-4b28-945f-ce6acf00a9f3,משיח בן דויד בזמן הזה 1335 1290= משולש גדול,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
a5c4db92-ca74-411f-8b78-cf1607458e4e,"אמלוך בעולם בט""ו ניסן השנה",excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
a9984b13-81de-4c0a-89f2-fe0931e8a9ec,אני הוא דוד מבית הלחמי,excel_import,research_vocabulary,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
aa0b26f8-ce9a-4f46-852c-b5238cc902dc,1335 1290 התגלות - מסתתר,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
aca020ca-c3a9-43cb-b035-35038c33f381,בסוף כל לילה אני בא,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
af442225-bf44-40f8-aac7-0ec096b9c252,ביאת הגאל 1335 1290- גדול ואותיות -לפי אחד,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
b4c49f0e-c69c-4023-8f24-fd280013cf27,סוד מלאך דניאל 1335 1290- לפני -לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
b54029f9-9f7f-4148-bb03-961e2646cb56,סודך 1290 ו1335-אתבש לפי אחד,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
b5b79781-8a69-4164-807b-f140f51fb083,התגלות צמח דוד ב22 12 - מסתתר לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
b66d4bf7-4412-4c15-912c-47490a177669,לי מלכות דוד בן ישי אות שניה,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
ba370683-e2a8-4c35-a9e8-38ca0fbb4de9,סוד אליהו הנביא תאריך התגלותי כמשיח,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
bdca5683-0252-48d7-b37c-e910055cdd0e,אני אומר בטרם 559,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
be3dd4c9-d5de-4167-86ed-8a88d15b58b3,הכסא שלי . מסתתר 404 מילוי 337 ו 590,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
be6c3a9f-57c0-4b99-86a1-17b7011dfd1b,מחכה להתגלותי כמשיח,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
c06857c0-3a59-4600-a7e0-fa2cf983293d,ברק חוסיין אובמה הוא גוג = 7887 (ב ∆ ישר והפוך),excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
c0c15dcf-e369-4698-b419-ee6caff09eaf,אני מזרעו של דויד בן ישי,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
c1995fd1-37db-486d-ad30-fcdc12e868c1,התגלותי בחדש הבא =פי 5,excel_import,archival_raw,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
c47cb51e-a3a9-49d8-adf4-76767e32bf49,התגלות אליהו הנביא פלאית ב22 12 - לפי אחד,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
c582a964-5b96-4936-a602-a7de9b9ff541,אבקר בהילכך ב22 12 - לפני - לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
c6ebaeb0-79af-49e9-b80e-b5cdb6f3ed5d,המשיח יקבל דרגת יחידה 11111 ב22 12 -לפי אחת -פי 5,excel_import,personal_or_restricted,research_vocabulary,messianic_cluster,primary_vs_refined_semantic
c7f15fd9-f308-4df6-9f1e-aebeb5c6642b,אני הוא דויד בן ישי היום,excel_import,research_vocabulary,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
cc251802-2f3d-4960-b5de-f44ecfbe5df4,דרגת קודש 11111 -7170-מילוי רגיל -לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
cdd3f29d-e5cd-4dd3-b8c2-2986d9cedf67,קץ הנחש הנשיא בראק אובאמה אות שניה,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
ceac01b2-08e6-4775-b4db-480ee97ffe05,אתקדש בשמן קדשו מילוי ללא מילה,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
ceba7236-3675-4d54-9cb4-c827b39c81fc,אובמה גוג יעלה לציון בראש שבעים עמים ∆,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
d01b965b-e192-4a82-aaaa-6353837506a2,המשיח 1335 1290-לפני -לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
d2bb9a95-906b-4d9c-b005-dbd73741867b,אני הגימטריה 343 888 972,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
deb9036c-7338-44bb-b58b-32cd912d5152,11111 דרגת משיח -- אטבח -66 אטבח לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
dfc81fb9-b305-4f9d-897b-f1cddfd04537,אני הוא זה המשיח האחרון,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
e081d815-7c73-49b2-9ad7-e1b6420ceb0e,אמליך אותך השנה=פי 5,excel_import,archival_raw,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
e40ee632-63d8-4e08-b664-29e2937fd7c0,יום התגלותי כמשיח,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
ea4f1213-0e8d-4c9d-933e-78eb26964835,דוד יקבל דרגת יחידה 11111 בעשירי בטבת,excel_import,personal_or_restricted,research_vocabulary,messianic_cluster,primary_vs_refined_semantic
ee2af47e-456f-46c3-8638-99d513f913cb,התגלותי בליל העשירי בטבת,excel_import,research_package,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
ee44f4df-34f2-43fc-b498-800939409f55,מהו תאריך התגלותי כמשיח יהוה,excel_import,thematic_corpus,personal_or_restricted,messianic_cluster,primary_vs_refined_semantic
f1751a2b-888d-4577-ab7b-b3a014242da1,"הנחש נשיא ארה""ב בראק אובאמה",excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
f333e9e9-5bea-4447-b208-867e84db5d02,11111 דרגת היחידה- לפי אחת,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
f3d3dfb3-c34d-44fc-97f5-16c427ef1edf,ואלה תפילותיו של שלמה יהודה בן דליה,excel_import,research_vocabulary,personal_or_restricted,low_confidence_resolved,primary_vs_refined_semantic
f50b84b3-ec4b-4904-a710-5860590ebe91,משיח יהוה יקבל דרגת יחידה 11111-לפי אחת,excel_import,personal_or_restricted,research_vocabulary,messianic_cluster,primary_vs_refined_semantic
f5f8ba0a-002f-4356-8fc0-ab3b5a609bb0,דעת עליון 11111- מיקום,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
f65d764a-effc-4241-8601-02259e906b10,התגלות פלאית ב22 12 - לפי אחד,excel_import,personal_or_restricted,archival_raw,messianic_cluster,primary_vs_refined_semantic
