filename,repo_path,artifact_group,phase_or_task,row_count,research_status,provenance,canonical_or_candidate,sha256,checksum_verified,row_count_verified,notes
METHOD_CANDIDATES_RESOLVED.csv,docs/research-archive/2026-08-22-research-snapshot/era1-method-mentions/METHOD_CANDIDATES_RESOLVED.csv,"Method name candidates (ר""ת/ס""ת/ישר-והפוך)",Method Mentions Phase 3 (era 1) — seed of Methods Expansion Phase 1,3,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate (insufficient_definition),c2940c2a20e8b9322d5eae3a28456a70449359b669647f2e569fb5b0b77ce630,MATCH,MATCH,"only record of the ר""ת=644 anchor-cluster finding"
METHOD_MISMATCH_PATTERNS.csv,docs/research-archive/2026-08-22-research-snapshot/era1-method-mentions/METHOD_MISMATCH_PATTERNS.csv,Method mismatch patterns (225),Method Mentions Phase 3 (era 1),225,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",findings,5a4f8759c2f324ceb2918612261e1256c3a05a75ce8964feebf90d6e89931884,MATCH,MATCH,
METHOD_CLAIMS_PHASE3.csv,docs/research-archive/2026-08-22-research-snapshot/era1-method-mentions/METHOD_CLAIMS_PHASE3.csv,Method claims Phase 3 (797),Method Mentions Phase 3 (era 1) — reused in era 2,796,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate,ca866c835e62878ae1d524baa4d437fc4d3a12ea93738dadd016894c47dbaeef,MATCH,MATCH,reused as source by Numeric Language Phase 5
numeric_word_phrases_audit.csv,docs/research-archive/2026-08-22-research-snapshot/era1-numeric-year-audits/numeric_word_phrases_audit.csv,Numeric word phrases audit (570),era 1 source data — reused as Numeric Language Phase 5 seed,570,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate,eb0d35fde858fd2a0cb1bb39b975d6c35a613c3a4c018ad727a0ec7a332bbfae,MATCH,MATCH,sole source for the 75/148/776 organic-corpus rediscovery
year_time_audit.csv,docs/research-archive/2026-08-22-research-snapshot/era1-numeric-year-audits/year_time_audit.csv,Year/time audit (111),era 1 source data — reused in Numeric Language Phase 5,111,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate,6223ce485663b246b906fef929a7b6a457d01e9ce543e5f2caad4351854507a3,MATCH,MATCH,
messiah_research_package_full.csv,docs/research-archive/2026-08-22-research-snapshot/era1-messiah-research-package/messiah_research_package_full.csv,"Messiah/גאולה thematic research package (1,467)",Corpus DNA — thematic research package (era 1),1463,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate,f1d4ec4645703420e9ead9f066c4eb319934fc2b64c9daea0e833b74a3830a2c,MATCH,MATCH,"large, zero live footprint, not re-verified this pass"
RESEARCH_DNA_ARCHITECTURE.md,docs/research-archive/2026-08-22-research-snapshot/era1-research-dna-architecture/RESEARCH_DNA_ARCHITECTURE.md,Research DNA v1 architecture proposal,Legacy → Research DNA Crosswalk (era 1),,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)","design proposal, unreviewed",8fab8b65a8ac07c3674323f858f7b1496fdb48ba9477b516e9c518c4883b96c0,MATCH,MATCH,returned_to_zuriel_gpt_for_decision
RESEARCH_DNA_PROOF_OF_MODEL.md,docs/research-archive/2026-08-22-research-snapshot/era1-research-dna-architecture/RESEARCH_DNA_PROOF_OF_MODEL.md,Research DNA v1 proof of model (20 cases),Research DNA v1 — Proof of Model (era 1),,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)","design proposal, unreviewed",e6866a94e68722381783b6be1d4038140968b9abb97ef829d323841580d7c350,MATCH,MATCH,
MULTIDIM_TEST_EXAMPLES.csv,docs/research-archive/2026-08-22-research-snapshot/era1-research-dna-architecture/MULTIDIM_TEST_EXAMPLES.csv,Multi-dimension test examples (20),Research DNA v1 (era 1),20,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",design-proposal supporting data,bd4deb187af6c0a0386e0e3d352a8945689eb8a94dc3691e0a0acb535c473678,MATCH,MATCH,
anchor_union.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase1/anchor_union.csv,61-anchor union list,Numeric Language Phase 1,61,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",derived reference list,ab454e7573c97e7d8475db2346c57ada0e0f54d4316bda81c86ce6cf8ba54d20,MATCH,MATCH,the 61 numbers themselves live in source tables; this is the derived union
NUMERIC_LANGUAGE_ANCHORS.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase1/NUMERIC_LANGUAGE_ANCHORS.csv,61-anchor generated forms + method values,Numeric Language Phase 1,61,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,6acf69b326afd356f0d441927388965a1d725012c274fa966edd436dba91dfaa,MATCH,MATCH,
NUMERIC_LANGUAGE_PHASE1_REPORT.md,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase1/NUMERIC_LANGUAGE_PHASE1_REPORT.md,Numeric Language Phase 1 report,Numeric Language Phase 1,,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,8fb5362ca20d8f96001418517450a18bf2502678f5b9427b469c3cbc9b8551e1,MATCH,MATCH,
NUMERIC_CROSS_ANCHOR_NETWORK.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase2/NUMERIC_CROSS_ANCHOR_NETWORK.csv,Cross-anchor network (26 paths),Numeric Language Phase 2,26,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,fcdcdc7cc8b35b64c77e0911d589ff4ef02a859f9beb94770f8a05ba09246438,MATCH,MATCH,decision=NOT YET; superseded in scope by Phase 3
NUMERIC_CROSS_ANCHOR_NETWORK_REPORT.md,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase2/NUMERIC_CROSS_ANCHOR_NETWORK_REPORT.md,Cross-anchor network report,Numeric Language Phase 2,,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,de847461a1d9f431351f78f3601a3bb6ac08a903240c0e9e441b6ffd263e7537,MATCH,MATCH,
raw_cross_anchor_paths.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase2/raw_cross_anchor_paths.csv,Raw cross-anchor paths (pre-dedup),Numeric Language Phase 2,26,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings (raw),62104542122a6e925e0459af8bf87f4897482e683567bfce9cc0b029ffbc2e63,MATCH,MATCH,supporting raw data for NUMERIC_CROSS_ANCHOR_NETWORK.csv
NUMERIC_LANGUAGE_NETWORK_V1.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase3/NUMERIC_LANGUAGE_NETWORK_V1.csv,Full 61-anchor directed network (FINAL anchor-only result),Numeric Language Phase 3,26,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)","candidate findings, decision NOT YET",bee6e7710065bba750293ec2e7902d1dba55ec2785b4d2e1a231b545868e8e15,MATCH,MATCH,nothing later fully supersedes this
NUMERIC_LANGUAGE_NETWORK_REPORT.md,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase3/NUMERIC_LANGUAGE_NETWORK_REPORT.md,Numeric Language Phase 3 report,Numeric Language Phase 3,,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,e9c1b20e5dd307fc1ac27423fc04b7f84d1882058ae6cc19083851571b47b6b1,MATCH,MATCH,
PHASE4_SAMPLE_representative.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase4/PHASE4_SAMPLE_representative.csv,100-number stratified representative sample (aka NUMERIC_LANGUAGE_PHASE4_SAMPLE.csv),Numeric Language Phase 4,100,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",sampling frame + candidate findings,0f8bef3d66294285cc3993ff37f2b44235817d5b72ae5367d95e013e8bf1be17,MATCH,MATCH,irreplaceable without exact reseed (seed=1820)
NUMERIC_LANGUAGE_RESEARCH_INTEREST_SET.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase4/NUMERIC_LANGUAGE_RESEARCH_INTEREST_SET.csv,63 research-interest numbers + 3 Zuriel seeds (111/222/424),Numeric Language Phase 4 Addendum,63,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate list,c1bdfb8603896b9e50ec851fc4f3e8e35ac115d3b9c76c3bc53a2a21c8bc2606,MATCH,MATCH,primary answer to audit item F/G; zero live footprint as a curated set
NUMERIC_LANGUAGE_PHASE4_PATHS.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase4/NUMERIC_LANGUAGE_PHASE4_PATHS.csv,Phase 4 path-level evidence (representative sample),Numeric Language Phase 4,290,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,5309cc81fd587aebd641759ada57aaa6c3e5e707ab8d86bc05e0b19285cd4bbe,MATCH,MATCH,
NUMERIC_LANGUAGE_RESEARCH_INTEREST_PATHS.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase4/NUMERIC_LANGUAGE_RESEARCH_INTEREST_PATHS.csv,Phase 4 path-level evidence (research-interest set),Numeric Language Phase 4 Addendum,120,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,834ca3c40a9ae68e74bb1320b24f2ec67c1757692be33b7c5c64b946a2089030,MATCH,MATCH,
NUMERIC_LANGUAGE_PHASE4_CONTROL.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase4/NUMERIC_LANGUAGE_PHASE4_CONTROL.csv,Control A baseline (fixed-offset pairing),Numeric Language Phase 4,160,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",control/baseline data,353a2c325e9b3c697ccb312e3be0a826463a87e64582ed71bb43e65419dccbd9,MATCH,MATCH,used to compute the ~9x lift finding
NUMERIC_LANGUAGE_PHASE4_REPORT.md,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase4/NUMERIC_LANGUAGE_PHASE4_REPORT.md,Numeric Language Phase 4 + Addendum report,Numeric Language Phase 4 + Addendum,,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)",decision report,058e2dc2b2e397c3eb697765dc67bec31a257376d7607bd4df330ab176043398,MATCH,MATCH,decision NOT YET (general) / YES-provisional (research-amplification)
NUMERIC_LANGUAGE_STRONG_NUMBERS_METHOD_SHEET.md,docs/research-archive/2026-08-22-research-snapshot/era2-strong-numbers/NUMERIC_LANGUAGE_STRONG_NUMBERS_METHOD_SHEET.md,"Strong Numbers method sheet (50 numbers x 2 forms x 13 methods = 1,300 values)",Strong Numbers Method Sheet,,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",reference sheet,79b9753bb06fadbb6aea765bb036dca16c2882922415053cc83806735bd1618e,MATCH,MATCH,
NUMBER_WORDS_RECONCILED.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase5/NUMBER_WORDS_RECONCILED.csv,Words→Number reconciliation (570),Numeric Language Phase 5,570,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,7b19604c0d9fb71bccbe7b247670a4e4875d8d717b7005fd8ec207150f8e7f9a,MATCH,MATCH,the 75/148/776 organic-corpus rediscovery
NUMBER_WORDS_AMBIGUOUS.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase5/NUMBER_WORDS_AMBIGUOUS.csv,Ambiguous words→number rows (22) — ready-to-review Human-Gate list,Numeric Language Phase 5,22,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate + specific Human-Gate list,bb1dab94e590eed2133b73b2781f472f6e0c28a6e80a5364ed9e28c2f0794767,MATCH,MATCH,"e.g. Shema fragment=1118, Exodus 12:6 fragment=1820"
NUMBER_WORDS_RESEARCH_FINDINGS.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase5/NUMBER_WORDS_RESEARCH_FINDINGS.csv,Words→number research findings (120),Numeric Language Phase 5,120,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate findings,50b5dd687ca775a9ff9455a548e760a3f1636dc47adf905fc6ac54844ca98f4d,MATCH,MATCH,
NUMBER_LANGUAGE_BIDIRECTIONAL_REPORT.md,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase5/NUMBER_LANGUAGE_BIDIRECTIONAL_REPORT.md,Bidirectional reconciliation report,Numeric Language Phase 5,,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)","candidate findings, decision NOT YET",77a3b8ccd0ecd04982f16f9b4d8a3340c82b18591304bda865ba2a165b6f1e5f,MATCH,MATCH,
NUMWORDS_GENERATED.csv,docs/research-archive/2026-08-22-research-snapshot/era2-numeric-language-phase5/NUMWORDS_GENERATED.csv,Generated number-word forms (Phase 5 support),Numeric Language Phase 5,61,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate (intermediate),b34f9870503bc3909117b8fe2451ff870a89fbc52c4b5df7a0441eb62f93578f,MATCH,MATCH,
METHOD_EXPANSION_RESOLUTION.csv,docs/research-archive/2026-08-22-research-snapshot/era2-methods-expansion/METHOD_EXPANSION_RESOLUTION.csv,Method expansion resolution (39: 18 רת + 18 סת + 3 ישר-והפוך),Methods Expansion Phase 1,39,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)",candidate (all 3 REMAIN_CANDIDATE),c64ff96c05dd39aa18e22e6c7ab94702fe1996bb2dcc7e858f1ab4424d7e1f4f,MATCH,MATCH,"answers audit item J; decision already REMAIN_CANDIDATE, logged in work_log"
METHOD_EXPANSION_REPORT.md,docs/research-archive/2026-08-22-research-snapshot/era2-methods-expansion/METHOD_EXPANSION_REPORT.md,Methods Expansion Phase 1 report,Methods Expansion Phase 1,,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)",candidate,d7c6061eae170ebb91648aafbe9da4a76cec904039ea1cc222a0abd6061ce6c5,MATCH,MATCH,
WORDS_NAMES_IDENTITY_PROOF.csv,docs/research-archive/2026-08-22-research-snapshot/era2-words-names-identity/WORDS_NAMES_IDENTITY_PROOF.csv,35 word_aliases/language_bridge architecture-sufficiency test cases,Words/Names/Aliases Phase 1,35,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)",architecture decision (YES) + gap finding,b08d6beab31fc68bebc525d722f3109885c607e86ef80035d5c76923fe4fd866,MATCH,MATCH,spelling_variant alias_type never populated
WORDS_NAMES_IDENTITY_REPORT.md,docs/research-archive/2026-08-22-research-snapshot/era2-words-names-identity/WORDS_NAMES_IDENTITY_REPORT.md,Words/Names/Aliases Phase 1 report,Words/Names/Aliases Phase 1,,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)",architecture decision,c7e5706a82e97e1fdff568c2edb47a2e078341aecfbf914ac34faa7980c3f521,MATCH,MATCH,
CORPUS_EXPANSION_INTAKE_SPEC.md,docs/research-archive/2026-08-22-research-snapshot/era2-corpus-expansion/CORPUS_EXPANSION_INTAKE_SPEC.md,"Intake state-machine design (9 steps, A-F taxonomy)",Corpus Expansion Phase 1 + Gate Correction,,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)","design spec, unreviewed",c063059531a501a946b6c35beda56a2b223edda1f0a491bfa419940c51c98c86,MATCH,MATCH,"proposed intent=lexical_identity, not adopted"
INTAKE_DECISION_MATRIX.csv,docs/research-archive/2026-08-22-research-snapshot/era2-corpus-expansion/INTAKE_DECISION_MATRIX.csv,Intake decision matrix (18 scenarios),Corpus Expansion Phase 1 + Gate Correction,18,PARTIALLY_PERSISTED,"scratchpad session scratchpad (this session, 2026-08-22)","design spec, unreviewed",c7c2d8782c747c68ec48b912357d3295c071b7fb06f8872a4d3ad9728f7dc9c7,MATCH,MATCH,
HEBREW_IDENTITY_FAMILIES.csv,docs/research-archive/2026-08-22-research-snapshot/era2-hebrew-identity/HEBREW_IDENTITY_FAMILIES.csv,14 identity family candidates (29 surface-form rows),Hebrew Identity Phase 2,29,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate / pending Human-Gate,d948eb62cc39102e19afe70d6dba2bb70d17dc70098028c748497070b61c0da3,MATCH,MATCH,see PROVENANCE_CORRECTION memo (work_log id 3dd31ed2-...) — chat discussion is NOT durable approval
HEBREW_IDENTITY_HUMAN_GATE.csv,docs/research-archive/2026-08-22-research-snapshot/era2-hebrew-identity/HEBREW_IDENTITY_HUMAN_GATE.csv,10-row Human-Gate decision list,Hebrew Identity Phase 2,10,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate / pending Human-Gate,9d9ffd9804030bf85996c5a8c86e0c8d89c2ca09f0902e258eaaddbc3eb87545,MATCH,MATCH,see PROVENANCE_CORRECTION memo (work_log id 3dd31ed2-...)
HEBREW_IDENTITY_PHASE2_REPORT.md,docs/research-archive/2026-08-22-research-snapshot/era2-hebrew-identity/HEBREW_IDENTITY_PHASE2_REPORT.md,Hebrew Identity Phase 2 report,Hebrew Identity Phase 2,,SCRATCHPAD_ONLY,"scratchpad session scratchpad (this session, 2026-08-22)",candidate / pending Human-Gate,623592cd328f508a6435b3c631d99bd4fbb4e2fa9ba26a605088d38cd9181802,MATCH,MATCH,
